ck3 title,sanitised name,desc,Pictish,Cumbrian,Cornish,Breton,,Welsh,,Gaelic,,Irish,ir_desc,,Russian,desc,Belarusian,desc,Ukrainian,desc,,Polish,desc,Sorbian,Kashubian,Czech,Slovak,desc,Serbian,Croatian,Bosnian,,Lithuanian,Latgalian,,Armenian,,Greek,,Roman,Romanian,French,,Occitan,Norman,Outremer,Cisalpine,Catalan,Andalusian,,Sardinian,,Sicilian,Italian,,Norse,desc,Swedish,Danish,Norwegian,,German,Swabian,Franconian,Bavarian,Saxon,Old_Saxon,Anglo_Saxon,English,Scottish,,Visigothic,,Butr,Zaghawa,Baranis,Guanches,,Egyptian,Maghreb,Levantine,Bedouin,Yemeni,,Uralic,Finnish,Estonian,Karelian,Merya,Komi,Mordvin,Muroma,Mari,Meshchera,,Mongol,Mongolic,Buryat,Hungarian,Mogyer,Khitan,Naiman,Sogdian,Shatuo,Kerait,Bolghar,Turkish,Kirghiz,Cuman,Bashkir,Uriankhai,Oirat,Kipchak,Tuyuhun,Khazar,Uyghur,Persian_Turkish,,Austro-Asiatic,Lhomon,Burmese,Mon,Sino-Tibetan,Han,Qiang,Tangut,Tsangpa,Bodpa,Zhangzhung,Sumpa,,Tungusic,Jurchen
k_strathclyde,Strathclyde,Ystrad Clut,,,,,stradglaezh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCOTLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_picts_mbrn,Picts_mbrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_dalriata_mbrn,Dalriata_mbrn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k_england,England,Force the use of the decision,Locgria,Loegria,Loegria,Logria,Loegria,Loegria,from Lloegyr in Arthurian legend,Lacria,,Lacria,"assuming the welsh name is from ""warrior"" then the Irish would be ""Laochor"" or something",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_ireland_lordship,Lordship of Ireland,,,,,,,,,Lordship of Erin,,Lordship of Erin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_essex,Essex,,Colyn,Colen,Kolyn,Kolen,,Colyn,,Trinovia,,Trinovia,from Trinovantes (pre-roman tribe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essaxe,,,,,,,,,,,,,,,,,,,,,,,,,East Seaxe,East Seaxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_essex,Essex,,Colyn,Colen,Kolyn,Kolen,,Colyn,,Coilìn,,Coilín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essaxe,,,,,,,,,,,,,,,,,,,,,,,,,East Seaxe,East Seaxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_colchester,Colchester,COLonia + ceaster (castle),Cargolyn,Caergolen,Kergolyn,Kêrgolen,,Caergolyn,,Cair Choilìn,,Cathair Choilín,cathair (castle) + coilín (colony),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Château-cole,château = castrum in brittany,,,,,,,,,,,,,,,,,,,,,,,,Colenceaster,Colenceaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_maldon,Maldon,mǣl (monument/cross) + dūn (hill),Rhydlydan,Rhydlydan,Rhydlydan,Menez Zour,,Rhydlydan,,Mullach Dobhair,,Mullach Dobhair,Dark/water Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maintville,mael cognate with maint (archaic french),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_chelmsford,Chelmsford,Ceolmaer's ford (of Can river),Rhydgeol,Rhydgeol,Rhydgeol,Trevfordgeol,,Rhydgeol,,Baile Àtha Cann,,Baile Átha Cann,town of ford of (river) Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chelmpont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_dunmow,Dunmow,dun (hill) + mow (meadow),Brynddôl,Brenddôl,Bryndhôl,Brenzhzôl,,Brynddôl,,Mullach Donn,,Mullach Donn,Brown Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prémont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_hertfordshire,Hertfordshire,,Rhydgeirw,Rhydgeirw,Rhydgeirw,Fordgerou,,Rhydgeirw,,Inbhir Lì,,Inbhear Lí,estuary (in this case intersection of rivers) river Lea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graspont,,,,,,,,,,,,,,,,,,,,,,,,,Herutford,Herutford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_berkhamsted,Berkhamsted,Beorhðanstædæ (beorg/hill + hamsted/homestead),Trigfanfryn,Trigfanfren,Trigfanfryn,Trev-ar-Fryn,,Trigfanfryn,,Baile an Bairr,,Baile an Bairr,Town of the Hilltop (bairr/barr same root as beorhdhan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bouleauville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_saint_albans,Saint Alban's,"Iron Age celtic settlement ""Verlamion"" from Brythonic *wer (high) + *lama: (hand) - lama changed to lamion bc -i- is adjectival for places and -on as the neutral suffix",Alban Sant,Alban Sant,Alban Sant,Lann-Alben,,Alban Sant,,Cill Albain,,Cill Albain,Alban's church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Albain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hertford,Hertford,hart (stag) + ford,Rhydgeirw,Rhydgeirw,Rhydgeirw,Aberlwi,,Rhydgeirw,,Inbhir Lì,,Inbhear Lí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graspont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_middlesex,Middlesex,,Llundain,Llundain,Llundain,Lenndein,,Llundain,real name for london,Linnedein,,Linndein,guessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centresaxe,,,,,,,,,,,,,,,,,,,,,,,,,Middle Seaxe,Middle Seaxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_london,London,uncertain; possibly older Lunden/Lunnon/Lundyn,Llundein,Llundein,Llundein,Lenndein,,Llundein,,Linnedein,,Linndein,OR Baile Átha Temen - town of ford of dark (river) / themes,,,,,,,,,,,,,,,,,,,,,,,,,,,Londinium,,Londres,,Londres,Londres,Londres,Londres,,,,,,,,,,,,,,,,,,,,Lunden,Lunden,,Lunnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_southwark,Southwark,Suthringa (Surrey men) geweorche (fort of the),Dehehuwaith,Dehehuwaith,Dehehuwaith,Suhuwaz,,Dehehuwaith,,Deasthemen,,Deasthemen,South Temen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudfort,,,,,,,,,,,,,,,,,,,,,,,,,Suthweorc,Suthweorc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_woxbrigge,Woxbrigge,modern Uxbridge (Wixan's Bridge),Rhydwyg,Rhydwyg,Rhydwyg,Fordweg,,Rhydwyg,,Àth na h-Ùisce,,Áth na hÚisce,"similar to scottish places ""na hÚige"" for ""of Wicga""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gore,Gore,"Gore Hundred (from ""piece of ground shaped like the head of a spear/triangle"")",Gwaedlyd,Gwaydlyd,Gwaedlyd,Gwaidlez,,Gwaedlyd,"translated ""gore""",Geirtraì,,Geirtraí,"""land of Geirr's people"" (following Bantry/Beanntrí)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_brentford,Brentford,"Breguntford (ford over river Brent) possibly from old brythonic ""brigant""",Rhydbrent,Rhydbrent,Rhydbrent,Fordvrent,,Rhydbrent,,Àth Frìde,,Áth Fríde,Brigantes from PC *wrigants -> Irish fríd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_channel_islands,Channel Islands,,Garn Islands,Garn Islands,Garn Islands,Garn Islands,,Garn Islands,Ynys y Garn,Murnict Islands,,Murnict Islands,Oileáin Mhuir nIocht / Muir nIocht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_jersey,Jersey,possibly ON jǫrð (earth/jarl) + ey (suffix for islands),Ynys Gwyr,Ynys Gwer,Enys Gwyr,Enezwir,,Ynys Gwyr,irish geir = wax > welsh gwer,Geirsì,,Geirsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_st_peter_port,St_peter_port,,Porth-San-Pedr,Porth-San-Pedr,Porth-San-Pedr,Porzh-San-Pedr,,Porth-San-Pedr,,Port Pheadair,,Port Pheadair,proper nouns always lenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gorey,Gorey,,Gwaedlyd,Gwaydlyd,Gwaedlyd,Gouaedled,,Gwaedlyd,not correct but i translated gory>welsh,Guaire,,Guaire,place w same name in Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_bedford,Middle Anglia,,Middle Locgria,Middle Loegria,Midhle Loegria,Middle Logria,,Middle Loegria,,Cathafalia,,Cathafalia,catha (chiefs) + fáile < Latin Catuvellauni < Brittonic *Catu-walo (War-Chiefs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_bedford,Bedford,Bede's ford,Rhydwely,Rhydwely,Rhydwely,Fordwele,,Rhydwely,,Àth Beidh,,Áth Beidh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedanford,Bedanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bedford,Bedford,,Rhydwely,Rhydwely,Rhydwely,Fordwele,,Rhydwely,,Baile Àtha Beidh,,Baile Átha Beidh,"guessing ""beidh"" from welsh ""bedd"" - proto-celtic cognate *bedom is doublet with Bede",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedanford,Bedanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ampthill,Ampthill,Æmethyll = anthill,Twmpathmorgrug,Twmpathmorgrug,Twmpathmorgrug,Bourc'hiz,,Twmpathmorgrug,anthill translated,Aimeatraì,,Aimeatraí,"""Place of Amet people""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_luton,Luton,"from ""Lygetun"" = ""town on the river Lea""",Dinleu,Dinleu,Dinleu,Dinlwi,,Dinleu,,Baile Àtha Lì,,Baile Átha Lí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_huntingdonshire,Huntingdonshire,from Huntandun (Hunta's/Huntsman's hill),Penhela,Penhela,Pennhela,Pennc'hela,,Penhela,,Sealgaireach,,Sealgaireach,"""Huntsman's"" ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hurstingstone,Hurstingstone,a literal stone at the top of Hustingstone Hill- the highest point between St Ives and Old Hurst,Carregceirw,Carregceirw,Karrekkeirw,Karrekgeirou,,Carregceirw,stone of deer,Clach Charreach,,Cloch Charreach,Carrach Stone (PIE root same as hearst),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_norman_cross,Norman Cross,,Crocsnormanaidd,Croesnormanaidd,Kroesnormanaidh,Kroaz-Norman,,Croesnormanaidd,,Cros na Lochlannach,,Cros na Lochlannach,Cross of the Norsemen/Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_leightonstone,Leightonstone,,Carregoli,Carregoli,Karrekoli,Karreklwi,,Carregoli,Carreg o Li (Lea river),Clachàn Lì,,Clochán Lí,Leighton from Lea (river) town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_northamptonshire,Northamptonshire,,Cargynwidion,Caergenwidion,Kergynwidion,Kêrc'henwidion,,Caergynwidion,,Àth Nìn,,Áth Nín,Áth Nín (Nene river),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_northampton,Northampton,,Cargynwidion,Caergenwidion,Kergynwidion,Kêrc'henwidion,,Caergynwidion,,Baile Àtha Nìn,,Baile Átha Nín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_peterborough,Peterborough,AS Medeshamstede (Mede's homestead),Carbedr,Caerbedr,Kerbedr,Kêr-Pedr,,Caerbedr,,Cill Pheadair,,Cill Pheadair,duplicate - maybe change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kettering,Kettering,"""place of Ketter's people""",Brogydrin,Brogydrin,Brogydrin,Brogedrin,,Brogydrin,,Ceitearaì,,Ceitearaí,"""Ketter-s""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_buckinghamshire,Buckinghamshire,"""Bucca's people's hamstead""",Ws,Ws,Ws,Ous,,Ws,,Buchearaì,,Buchearaí,"""Bucca-s people""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buccingahamm,Buccingahamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_buckingham,Buckingham,,Car-ar-Ws,Caer-ar-Ws,Ker-ar-Ws,Kêr-an-Ous,,Caer-ar-Ws,,Buchearaì,,Buchearaí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buccingahamm,Buccingahamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aylesbury,Aylesbury,OE Æglesburg - Aegel's Fort,Bwrch-Eryr,Bwrc-Erer,Bwrch-Eryr,Din-an-Iliz,,Bwrch-Eryr,,Dùn na h-Eaglaise,,Dún na hEaglaise,"""Fort of the Church""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_newport,Newport,,Casnewydd,Casnewydd,Kasnewydh,Porzhnevez,,Casnewydd,,Port Nua,,Port Nua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_wycombe,Wycombe,originally Wicham / Wichama,Trefywic,Trefywic,Trevywik,Trev-ar-Wik,,Trefywic,"shitty google translate ""wick town""",Baile na h-Ùice,,Baile na hÚice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Humber,"possible celtic origin - Hu/Hy welsh prefix ""good"" + *mber (moisture?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_northumberland,Northumberia,"""Land North of the Humber""",Barnicia,Bernicia,Bernikia,Pernicia,,Bernicia,,Bernicia,,Bernicia,Latin form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norroy,,Norroy,Norroy,Norroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_northumberland,Bernicia,,Bryneich,Breneich,Bryneich,Prenec'h,,Bryneich,,Breneach,,Breneach,from Welsh Bryneich/Byrneich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bérnice ,,,,,,,,,,,,,,,,,,,,,,,,,,Bernicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bamburgh,Bebbanburg,Bamburgh,Din Gwardi,Din Gwardi,Din Gwardi,Din-Gwardi,,Din Gwardi,,Dùn Guaire,,Dún Guaire,real irish name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pépinbourg,,,,,,,,,,,,,,Bamborg,,Bamborg,Bamborg,Bamborg,,,,,,,Bebbanburg,Bebbanburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_rothbury,Rothbury,Routhebiria (Routha's Town),Trefrwdda,Trefrwdda,Trevrwdha,,,Trefrwdda,google translate,Baile Ròitha,,Baile Róitha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
