b_london,London,uncertain; possibly older Lunden/Lunnon/Lundyn,Llundain,,,,,,Linndein,OR Baile Átha Temen - town of ford of dark (river) / themes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_southwark,Southwark,Suthringa (Surrey men) geweorche (fort of the),Dehehuwaith,,,,,,Deasthemen,South Temen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_woxbrigge,Woxbrigge,modern Uxbridge (Wixan's Bridge),Rhydwyg,,,,,,Áth na hÚisce,"similar to scottish places ""na hÚige"" for ""of Wicga""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gore,Gore,"Gore Hundred (from ""piece of ground shaped like the head of a spear/triangle"")",Gwaedlyd,"translated ""gore""",,,,,Geirtraí,"""land of Geirr's people"" (following Bantry/Beanntrí)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_brentford,Brentford,"Breguntford (ford over river Brent) possibly from old brythonic ""brigant""",Rhydbrent,,,,Áth Frìde,,Áth Fríde,Brigantes from PC *wrigants -> Irish fríd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_channel_islands,Channel Islands,,Garn Islands,Ynys y Garn,,,,,Murnict Islands,Oileáin Mhuir nIocht / Muir nIocht,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_jersey,Jersey,possibly ON jǫrð (earth/jarl) + ey (suffix for islands),Ynys Gwyr,irish geir = wax > welsh gwer,,,,,Geirsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_st_peter_port,St_peter_port,,Porth San Pedr,,,,,,Port Pheadair,proper nouns always lenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gorey,Gorey,,Gwaedlyd,not correct but i translated gory>welsh,,,,,Guaire,place w same name in Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_bedford,Middle Anglia,,Middle Loegria,,,,,,Cathafalia,catha (chiefs) + fáile < Latin Catuvellauni < Brittonic *Catu-walo (War-Chiefs),,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_bedford,Bedford,Bede's ford,Rhydwely,,,,,,Áth Beidh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bedford,Bedford,,Rhydwely,,,,,,Baile Átha Beidh,"guessing ""beidh"" from welsh ""bedd"" - proto-celtic cognate *bedom is doublet with Bede",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ampthill,Ampthill,Æmethyll = anthill,Twmpathmorgrug,anthill translated,,,,,Aimeatraí,"""Place of Amet people""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_luton,Luton,"from ""Lygetun"" = ""town on the river Lea""",Dinleu,,,,,,Baile Átha Lí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_huntingdonshire,Huntingdonshire,from Huntandun (Hunta's/Huntsman's hill),Penhela,,,,,,Sealgaireach,"""Huntsman's"" ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hurstingstone,Hurstingstone,a literal stone at the top of Hustingstone Hill- the highest point between St Ives and Old Hurst,Carregceirw,stone of deer,,,,,Cloch Charreach,Carrach Stone (PIE root same as hearst),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_norman_cross,Norman Cross,,Croesnormanaidd,,,,,,Cros na Lochlannach,Cross of the Norsemen/Vikings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_leightonstone,Leightonstone,,Carregoli,Carreg o Li (Lea river),,,,,Clochán Lí,Leighton from Lea (river) town,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_northamptonshire,Northamptonshire,,Caergynwidion,,,,,,Áth Nín,Áth Nín (Nene river),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_northampton,Northampton,,Caergynwidion,,,,,,Baile Átha Nín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_peterborough,Peterborough,AS Medeshamstede (Mede's homestead),Caerbedr,,,,,,Cill Pheadair,duplicate - maybe change,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kettering,Kettering,"""place of Ketter's people""",Brogydrin,,,,,,Ceitearaí,"""Ketter-s""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_buckinghamshire,Buckinghamshire,"""Bucca's people's hamstead""",Ws,,,,,,Buchearaí,"""Bucca-s people""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_buckingham,Buckingham,,Caer-ar-Ws,,,,,,Buchearaí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_aylesbury,Aylesbury,OE Æglesburg - Aegel's Fort,Bwrch-Eryr,,,,,,Dún na hEaglaise,"""Fort of the Church""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_newport,Newport,,Casnewydd,,,,,,Port Nua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_wycombe,Wycombe,originally Wicham / Wichama,Trefywic,"shitty google translate ""wick town""",,,,,Baile na hÚice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Humber,"possible celtic origin - Hu/Hy welsh prefix ""good"" + *mber (moisture?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_northumberland,Northumberia,"""Land North of the Humber""",Bernicia,,,,,,Bernicia,Latin form,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_northumberland,Bernicia,,Bryneich,,,,,,Breneach,from Welsh Bryneich/Byrneich,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bamburgh,Bebbanburg,Bamburgh,Din Gwardi,,,,,,Dún Guaire,real irish name,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_rothbury,Rothbury,Routhebiria (Routha's Town),Trefrwdda,google translate,,,,,Baile Róitha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lindisfarne,Lindisfarne,,Ynys Medcaut,"from Latin ""Medicata""",,,,,Linn Fhearna,Lindisfarne possible from Lind/Linn + OE fearna (pilgrim) so this is like guesswork (fearna in irish means alder tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hexham,Hexham,OE Hagustaldesea > Hagustaldes ham,Caergor,,,,,,Baile na Haig,Haig's town,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_durham,Dunholm,modern Durham - Celtic dún (fort) + Norse holme (island),Gwygddwyn,actually from Dunwich,,,,,Dún Cholaim,holme here is reinterpreted as a guy's name hence lenition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_durham,Dunholm,,Gwygddwyn,,,,,,Dún Cholaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_hartlepool,Hartlepool,OE heort (stag) + pool (drinking water); Heretu > Herterpol > Hierdepol > Hartlepool,Ceirwbwll,,,,,,Háiralinn,Hawra Pool (from heretu),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_darlingtonlocalize,Darlington,AS Dearthington (Settlement of Deornoth's people) > Derlinton > Darnton,Trefddwn,google translate and guessing,,,,,Dearntraí,place of Dearnt's people,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_lancaster,Lancaster,,Carverin,anglicised,,,,,Lancather,anglicised form,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lancashire,Lancashire,,Caerhirfryn,,,,,,Lann Cathrach,rock field,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lancaster,Lancaster,,Caerhirfryn,,,,,,Lann Cathrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_salford,Salford,"OE Sealhford (ford by the willows ""sallows"")",Rhydhelyg,rhyd (ford) + helyg (willow),,,,,Áth na Saileach,ford by the willows,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_west_derby,West Derby,,Dŵrglain,from alleged Celtic etymology dwr (water) + gent (clear) = derwent,,,,,Dobhairglain,from alleged Celtic etymology dwr (water) + gent (clear) = derwent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_westmorland,Westmorland,"10th century known as ""Scottish Cumberland"" - Westmorland only exists from 1226",Rheged Ogledd,,,,,,Gleann Éidin,"""vale of eden"" - an area in Westmorland",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,River Kent,definitely from Celtic; possibly *cun (hound)? Welsh ci; cŵn,Cŵn,,,,,,Coin,assuming the old river name remains without changing!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kendal,Kendal,(River) Kent + ON dalr (valley) split off from Yorkshire in 1226,Cwmgaint,,,,,,Dáil Choin,here the river name is its own thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_appleby,Appleby,OE æppel-by (farm with apple trees) > Appleby-in-Westmorland,Trefafel,,,,,,Baile na n-Úll,Town of Apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_cheshire,Cheshire,"OE Legeceasterscir = ""the shire of the city of legions"" > Cestrescir; ""lege"" from PC *louga:?",Dyfrdwy,,,,,,Cathair Láimhe,hand (small) fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_chester,Chester,,Caerllion Fawr ,,,,,,Cathair Láimhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_northwich,Northwich,"Roman Condate (confluence?) > north wich(ON wic = bay); a ""Wych House"" was a building where salt water was evaporated to produce salt",Yr Heledd Ddu,,,,,,Ceann Salainn,head of salt (ie the northern tip which also produces salt),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_macclesfield,Macclesfield,OE Makeslesfeld (Maccel's open country),Maesfihal,,,,,,Má Mhichíl,michael's enclosure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_york,York,Latin Eboracum (from Brittonic *Ebura:con) > *Evoro:g > AS Eoforwi:c > ON Éorvík > Jórvík > Jórk > York; Everwyk/Everwich surviving until 15th century,Deira,Deywr,,,Deira,,Deira,historical kingdom with brythonic origin name (*daru - oak),,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_north_riding,North Riding,"alleged ""fifty-one lordships owned by Robert the Bruce""",Efrog,,,,Eabhraig,,Caogahaon,"from ""an caoga haon"" or ""the fifty one""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_york,York,,Efrog,,,,Eabhraig,,Eabhrac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_scarborough,Scarborough,Skarthi's burh; Skarðaborg 966?,Porthddeywr,,,,,,Dún Scair,scar's fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_whitby,Strondshall,Streoneshalh = Streon's nook of the land; later Hvítabýr = Hvita's farmstead > Whitby,Eglwysydyffryn,Valley Church (from my Irish name),,,,,Cill Ghleanna,Valley Church (valley here means on a river/riverbank),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_yarlestre,Thirsk,ON þresk (lake) > Tresche in Yarlestre,Llwch,bog - guessing,,,,,Treasce,naiive transliteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_richmond,Richmond,"Old French ""Richemont"" (strong hill) after the one in Normandy",Catraeth,,,,,,Mullach Láidir,"""strong hill""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_richmond,Richmond,,Catraeth,,,,,,Mullach Láidir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bolton,Bothelton,OE bothl-tun > Bothelton > Boulton > Bolton,Boltyn,,,,,,Baile na Boithil,town of bothil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_east_riding,East Riding,,,,,,,,Gleann Thoir,east valley (vale of york),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_pockington,Pocklington,OE Poclintun,Penpociau,google translate - town of pokes,,,,,Póiclaí,Pocela people,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cottingham,Cottingham,,Trefcotiau,town of coats,,,,,Baile na Cóitaí,Town of the Cotta people,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bridlington,Bridlington,"Roman Gabrantovicorum > ""Gabrantwikone"" > Bretlinton > Berlington/Brellington/Britlington",Pengeifr,,,,,,Gabhaireach,PC *gabros > Irish gabhar; gen Gabhair (goat),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gabranto (PC *gabra? female goat) + victorum (villages),gafr,,,,,,,"vicorum pl of vi:cus -> old irish borrowed ""fich""?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_west_riding,West Riding,,Lawdluith,,,,,,Gleann Thiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_leeds,Leeds,"Brythonic Lādēses (Celtic root *la:t- ""violent (river)"" + latin suffix -e:nses ""people"")",Lawdluith,lawd (violent) + luith (crowd/people),,,,,Láthsaí,*la:t- > láth; -e:nses > saí (idk),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_doncaster,Doncaster,"Roman fort Danum =? River Don (from brythonic da:na: ""water"")",Caerdawn,,,,,,Cathair Dháin,dán (gift or brythonic water) + cathair (rock),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_halifax,Halifax,"OE halh-gefeaxe > Halyfax; ""area of coarse grass in the nook of land""",Glaswelltog,grassy,,,,,Cúinne Féarach,grassy nook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sheffield,Sheffield,river Sheaf - possibly OE scēað (boundary),Maesygub,"""sheaf field""",,,,,Gleann na Teorann,border glen/field/valley (ie around the river Sheaf),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ripon,Ripon,"OE ""Inhrypum"" - ""amongst the people of the Hrype"" (an old anglian tribe)",Ymhlithrhwyg,"translated ""among the rip""",,,,,Riopeantraí,land of the (h)rype ppl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_norfolk,East Anglia,,East Loegria,Dwyrain Loegr,,,,,Icenia,from the brythonic tribe - from Eche(n)? Ychen?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_norfolk,Norfolk,,Gogleddwyr,,,,,,Oiseanach,of/about deer (pl) - tried to reconstruct from Icenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_norwich,Norwich,Roman Venta Icenorum (market of the Iceni) > ON/OE Northwic,Caerwent Iceni,,,,,,Cuan Thuaidh,"""North Bay"" based on ON name",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_thetford,Thetford,possible OE Theod (the people) + ford,Rhydwerin,,,,,,Áth na nDaoine,"""ford of the people""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_walsingham,Walsingham,"""Walsingaham""",Trefgwilsym,guess,,,,,Baile na hÚilsaí,town of the Wilsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lynn,Lynn,"also ""King's Lynn"" or ""Bishop's Lynn""",Llynri,possible etymlogy,,,,,An Linn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_suffolk,Suffolk,sūþ (south) + folc (folk/people),Deheuwyr,,,,,,Theaseolc,"""South Olk"" changing understanding of Suffolk to be ""southolk"" which is possible..?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ipswich,Ipswich,Gippeswic,Gwicopa,,,,,,Guipeas,"""Gipes"" was an abbreviation of the town name on old coins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_sudbury,Sudbury,south burgh,Caerddeheuol,"google translated ""southern fort""",,,,,Dún Theas,Southern Fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_blything,Blything,People of Blyth,Poblblyth,guess,,,,,Blíneach,course grass - similar word to Blyth,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_beodericsworth,Beodericsworth,modern Bury St. Edmunds,Caerbwderyg,guess,,,,,Dún Beodhearg,Fort Raw Wound,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_cambridgeshire,Cambridgeshire,,Caergrawnt,,,,,,Áth Caim,ford of the Cam river,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_cambridge,Cambridge,Grantabrycge = bridge over the river granta,Caergrawnt,,,,,,Baile Átha Caim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_radfield,Radfield,,Maescoch,"translated ""red field""",,,,,Lann Dhearg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_papworth,Papworth,"""Pap's enclosed pasture""",Llannpap,guess,,,,,Lann Phaip,idk who pap is lol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ely,Ely,"possibly from ""Eel""",Eli,,,,,,Eascann,"""Eel"" (potentially the etymology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_fivebouroughs,Lincoln,,Linuisia,Linnwys,,,,,Lincollin,anglicised,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_lincolnshire,Lincolnshire,,Linnwys,,,,,,Linnchoilín,attempt at reconstruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_lincoln,Lincoln,"""Linn Colonia"" (Colony Pool)",Caerlinnwys,,,,,,Linnchoilín,coilín from coilíneach,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_stamford,Stamford,"""Ford with a Stony Bottom""",Caerddin Fawr,,,,,,Áth Cloiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_boston,Boston,"from ""Botwulf's stan"" > Bot'sstan",Bostyn,,,,,,Beostuin,sounded out,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bolingsbroke,Bolingbroke,Bolingborc or Bolingburh,Caerbollio,google translate,,,,,Boillintraí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_grimsby,Grimsby,grim (danish fisherman) + by/byr (settlement),Trefddifrifol,google translate,,,,,Grineach,from grin/grean (course sand),,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_rutland,Rutland,Roteland (Rota's land),Llannrota,google translate,,,,,Lann Róta,Rota (ecclesiastical) + lann (field/land),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_rutland,Rutland,,Llannrota,google translate,,,,,Lann Róta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_leicestershire,Leicestershire,,Llŷr,,,,,,Cathair Luí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_leicester,Leicester,Ligera ceastre,Caerlŷr,,,,,,Cathair Luí,rest/lie down + city (Luí cognate with Leger as in the river name),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_melton,Melton,mill town or middle town,Treffelin,google translate,,,,,Baile Muilinn,Mill Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bosworth,Bosworth,Bosa's Enclosure,Llannbosa,,,,,,Lann Bhoisea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_nottinghamshire,Nottinghamshire,,Y Ty Ogofog,,,,,,Teach Uaimhe,"""cave house"" -- an alleged Irish name in medieval times",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_nottingham,Nottingham,Snotingaham - homestead of the Snotingas,Y Ty Ogofog,unconfirmed name from 9th century welsh priest's writings,,,,,Teach Uaimhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_newark,Newark,New Work (like a fort or settlement),Gwaith-newydd,,,,,,Lann Nua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_retford,Retford,ford over red (clay-filled) river,Rhydgoch,translated,,,,,Áth Dearg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_derby,Derby,,Derwennydd,,,,,,Dobhaireach,dobhair possibly cognate with der (from Derwent/Derventio from Celtic),,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_derby,Derby,,Caerdderwennydd,,,,,,Dobhaireach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_chesterfield,Chesterfield,Cesterfelda,Caerfaes,,,,,,Cathairán,little rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_castleton,Castleton,,Castell-din,,,,,,Baile an Chaisleáin,Castle Town - same as isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_hereford,Mercia,"mers / ""Boundary Folk""",Huitgoitia,Llwytgoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_warwickshire,Warwickshire,,Llwytgoed,,,,,,Coireach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_warwick,Warwick,"OE Wǣringwīċ (literally ""dwelling by the weir"")",Gwycgryw,,,,,,Baile na Coir,Town of the Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_coventry,Coventry,"""Cofa's Tree"" (Cofantreo)",Trefgwfain,,,,,,Ceofantraí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_birmingham,Birmingham,ham of Beorma's people,Treffwrmain,translated - beorma>fwrma(in)?,,,,,Beormantraí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_staffordshire,Staffordshire,,Rhydglan,,,,,,Áth na hAbhann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_stafford,Stafford,staef (landing) + ford,Rhydglan,,,,,,Áth na hAbhann,ford of the river,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_wolverhampton,Wolverhampton,Wulfrūnehēantūn - Wulfrūn's high enclosure,Treffwlfer,guess - based on irish,,,,,Baile na hÚilfear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_stoke_on_trent,Stoke-on-Trent,stoc (dairy farm) on the Trent river,Ffermartren,"guess - translated ""farm on Trent""",,,,,Lann Déiríochta,dairy enclosure/town,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_worcestershire,Worcestershire,,Gwrangon,,,,,,Cathair Ghoir,"gor vaguely from Weogoran - meaning ""pious""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_worcester,Worcester,,Caerwrangon,,,,,,Cathair Ghoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_evesham,Evesham,Eof's Ham,Caerafon,,,,,,Baile Eoghain,iirc eoghan/eoin is irish evan/eofa/etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_kidderminster,Kidderminster,Cydder's monastery,Llangydr,,,,,,Cill Chíde,church of Kide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_shropshire,Shropshire,Scrobbesbyrigscīr (Shewsburyshire),Pengwern,,,,,,Dún Scríobhaí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_shrewsbury,Shrewsbury,Scrobbesburh,Amwythig,,,,,,Dún Scríobhaí,Fort of the Scribes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_ludlow,Ludlow,hlud (loud ie river) + hlaw (hill/mound),Llwydlo,,,,,,Ard na hAbhann,river hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bishops_castle,Clun,"welsh for ""meadow""",Colwnwy,,,,Cluain,,Cluain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d_gloucester,Hwicce,,Gloyw,,,,,,Cathergley,anglicised,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_gloucestershire,Gloucestershire,,Gloyw,,,,Glècathair,,Cathair Glé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_gloucester,Gloucester,bright + castle,Caerloyw,,,,Glècathair,,Cathair Glé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_bristol,Bristol,Brycgstow > Brigstow/Bristow - meetingplace by the bridge,Bryste,or Caerodor,,,,,Áth Cruinnithe,Ford of Meetings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b_winchcombe,Winchcombe,wincel (bend/corner) + cumb (valley),Dolenglen,translated the irish,,,,,Gleann Lúib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c_wiltshire,Wiltshire,wilton + shire,Gradawc,,,,,,Dún Srutha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
